0.0 0.031446 -4.07247e-06 -4.87489e-10 -0.000864476 0.0008644855924699604
0.01 0.0315148 -4.121e-06 -5.02041e-10 -0.000971647 0.000971655739061038
0.02 0.0315836 -4.16953e-06 -5.16593e-10 -0.00107882 0.0010788280573755431
0.03 0.0316524 -4.21806e-06 -5.31145e-10 -0.00118599 0.0011859975008955313
0.04 0.0317212 -4.26659e-06 -5.45697e-10 -0.00129316 0.001293167038472032
0.05 0.03179 -4.31512e-06 -5.60249e-10 -0.00140033 0.0014003366485102532
0.06 0.0318588 -4.36365e-06 -5.74801e-10 -0.0015075 0.0015075063155561416
0.07 0.0320124 -4.43479e-06 -6.66623e-10 -0.00172255 0.001722555708783547
0.08 0.0321942 -4.51347e-06 -7.84203e-10 -0.00197355 0.001973555161101928
0.09 0.0323761 -4.59215e-06 -9.01782e-10 -0.00222454 0.0022245447398158654
0.1 0.0325579 -4.67082e-06 -1.01936e-09 -0.00247554 0.0024755444064206386
0.11 0.0327398 -4.7495e-06 -1.13694e-09 -0.00272654 0.0027265441366960378
0.12 0.0329216 -4.82818e-06 -1.25452e-09 -0.00297754 0.0029775439145248027
0.13 0.0331854 -4.88383e-06 -1.38112e-09 -0.00332031 0.003320313591800837
0.14 0.033531 -4.91644e-06 -1.51675e-09 -0.00375486 0.0037548632186784883
0.15 0.0338767 -4.94906e-06 -1.65237e-09 -0.00418941 0.004189412923226549
0.16 0.0342224 -4.98168e-06 -1.78799e-09 -0.00462395 0.004623952683542385
0.17 0.0345681 -5.01429e-06 -1.92362e-09 -0.00505849 0.00505849248523786
0.18 0.0349138 -5.04691e-06 -2.05924e-09 -0.00549304 0.005493042318506639
0.19 0.0353447 -5.07269e-06 -2.16765e-09 -0.00602314 0.0060231421361103986
0.2 0.0360315 -5.07795e-06 -2.19443e-09 -0.00683988 0.006839881884943702
0.21 0.0367184 -5.08321e-06 -2.2212e-09 -0.00765663 0.007656631687362847
0.22 0.0374052 -5.08847e-06 -2.24798e-09 -0.00847337 0.008473371527876727
0.23 0.038092 -5.09374e-06 -2.27476e-09 -0.00929012 0.009290121396440004
0.24 0.0387788 -5.099e-06 -2.30153e-09 -0.0101069 0.010106901286240323
0.25 0.0394657 -5.10426e-06 -2.32831e-09 -0.0109236 0.010923601192531497
0.26 0.0409064 -5.12709e-06 -2.20723e-09 -0.0123035 0.012303501068275515
0.27 0.0423472 -5.14992e-06 -2.08616e-09 -0.0136833 0.013683300969125848
0.28 0.043788 -5.17275e-06 -1.96509e-09 -0.0150632 0.015063200888169368
