0.0 1.0863 -0.087275 4.53554e-07 -1.49943e-07 0.08727500000130733
0.01 1.07169 -0.0945009 4.806e-07 -2.09399e-07 0.09450090000145409
0.02 1.05707 -0.101727 5.07645e-07 -2.68854e-07 0.10172700000162192
0.03 1.04246 -0.108953 5.34691e-07 -3.2831e-07 0.10895300000180666
0.04 1.02785 -0.116179 5.61736e-07 -3.87765e-07 0.11617900000200514
0.05 1.01324 -0.123404 5.88782e-07 -4.47221e-07 0.12340400000221496
0.06 0.998629 -0.13063 6.15828e-07 -5.06677e-07 0.13063000000243422
0.07 0.975379 -0.155649 6.14822e-07 -5.89155e-07 0.1556490000023293
0.08 0.949248 -0.186598 6.04466e-07 -6.79307e-07 0.18659800000221557
0.09 0.923117 -0.217548 5.94109e-07 -7.69459e-07 0.217548000002172
0.1 0.896987 -0.248497 5.83753e-07 -8.59611e-07 0.24849700000217245
0.11 0.870856 -0.279447 5.73397e-07 -9.49763e-07 0.2794470000022023
0.12 0.844725 -0.310396 5.6304e-07 -1.03991e-06 0.31039600000225265
0.13 0.828231 -0.34629 5.08614e-07 -1.07612e-06 0.3462900000020456
0.14 0.821374 -0.387129 4.10117e-07 -1.05839e-06 0.387129000001664
0.15 0.814517 -0.427968 3.1162e-07 -1.04066e-06 0.42796800000137875
0.16 0.807659 -0.468806 2.13124e-07 -1.02293e-06 0.46880600000116446
0.17 0.800802 -0.509645 1.14627e-07 -1.0052e-06 0.5096450000010042
0.18 0.793945 -0.550484 1.61304e-08 -9.87463e-07 0.5504840000008859
0.19 0.805855 -0.597604 -4.78327e-08 -9.72673e-07 0.5976040000007935
0.2 0.874068 -0.663571 -8.19563e-09 -9.66713e-07 0.6635710000007042
0.21 0.94228 -0.729538 3.14414e-08 -9.60752e-07 0.7295380000006333
0.22 1.01049 -0.795505 7.10785e-08 -9.54792e-07 0.7955050000005762
0.23 1.07871 -0.861472 1.10716e-07 -9.48831e-07 0.8614720000005296
0.24 1.14692 -0.927439 1.50353e-07 -9.42871e-07 0.9274390000004915
0.25 1.21513 -0.993406 1.8999e-07 -9.36911e-07 0.99340600000046
0.26 1.42631 -1.11945 2.26349e-07 -8.66279e-07 1.1194500000003582
0.27 1.63748 -1.2455 2.62708e-07 -7.95647e-07 1.2455000000002818
0.28 1.84866 -1.37155 2.99066e-07 -7.25016e-07 1.3715500000002243
0.29 2.05983 -1.4976 3.35425e-07 -6.54385e-07 1.4976000000001803
0.3 2.27101 -1.62364 3.71784e-07 -5.83753e-07 1.6236400000001474
0.31 2.48219 -1.74969 4.08143e-07 -5.13121e-07 1.7496900000001228
0.32 2.96043 -1.86019 4.26173e-07 -4.52995e-07 1.860190000000104
0.33 3.5277 -1.96552 4.38094e-07 -3.96371e-07 1.9655200000000888
0.34 4.09497 -2.07084 4.50015e-07 -3.39746e-07 2.070840000000077
0.35 4.66224 -2.17616 4.61936e-07 -2.83122e-07 2.1761600000000674
0.36 5.22951 -2.28149 4.73857e-07 -2.26498e-07 2.28149000000006
0.37 5.79678 -2.38681 4.85778e-07 -1.69873e-07 2.3868100000000556
0.38 6.40607 -2.38375 4.81606e-07 -1.53482e-07 2.3837500000000538
0.39 7.05738 -2.27231 4.6134e-07 -1.77324e-07 2.272310000000054
0.4 7.70869 -2.16087 4.41074e-07 -2.01166e-07 2.1608700000000547
0.41 8.36001 -2.04943 4.20809e-07 -2.25008e-07 2.0494300000000556
0.42 9.01132 -1.93799 4.00543e-07 -2.48849e-07 1.9379900000000574
0.43 9.66263 -1.82655 3.80278e-07 -2.72691e-07 1.8265500000000598
0.44 10.209 -1.67325 3.35574e-07 -2.84314e-07 1.6732500000000579
0.45 10.4407 -1.39434 2.17557e-07 -2.5928e-07 1.394340000000041
0.46 10.6724 -1.11543 9.95397e-08 -2.34246e-07 1.115430000000029
0.47 10.904 -0.836526 -1.84774e-08 -2.09212e-07 0.8365260000000263
0.48 11.1357 -0.55762 -1.36495e-07 -1.84178e-07 0.5576200000000471
0.49 11.3674 -0.278713 -2.54512e-07 -1.59144e-07 0.27871300000016164
0.5 11.5991 0.000192903 -3.72529e-07 -1.3411e-07 0.0001929034063264512
0.51 11.3675 0.279108 -4.65512e-07 -1.97291e-07 0.279108000000458
0.52 11.136 0.558023 -5.58495e-07 -2.60472e-07 0.5580230000003403
0.53 10.9045 0.836938 -6.51479e-07 -3.23653e-07 0.8369380000003162
0.54 10.673 1.11585 -7.44462e-07 -3.86834e-07 1.1158500000003155
0.55 10.4415 1.39477 -8.37445e-07 -4.50015e-07 1.394770000000324
0.56 10.21 1.67368 -9.30429e-07 -5.13196e-07 1.6736800000003373
0.57 9.66413 1.82714 -9.97484e-07 -5.77271e-07 1.8271400000003633
0.58 9.01351 1.93879 -1.0559e-06 -6.41644e-07 1.9387900000003937
0.59 8.3629 2.05043 -1.11431e-06 -7.06017e-07 2.0504300000004245
0.6 7.71228 2.16207 -1.17272e-06 -7.7039e-07 2.162070000000455
0.61 7.06166 2.27371 -1.23113e-06 -8.34763e-07 2.2737100000004866
0.62 6.41105 2.38535 -1.28955e-06 -8.99136e-07 2.3853500000005177
0.63 5.80131 2.38774 -1.20997e-06 -8.47578e-07 2.387740000000457
0.64 5.23245 2.28086 -9.92418e-07 -6.80089e-07 2.2808600000003176
0.65 4.66359 2.17398 -7.74861e-07 -5.126e-07 2.1739800000001983
0.66 4.09473 2.0671 -5.57303e-07 -3.4511e-07 2.067100000000104
0.67 3.52588 1.96022 -3.39746e-07 -1.77622e-07 1.9602200000000376
0.68 2.95702 1.85334 -1.22189e-07 -1.01327e-08 1.853340000000004
0.69 2.4785 1.74296 1.24127e-07 1.32695e-07 1.7429600000000096
0.7 2.27102 1.6221 4.5672e-07 2.01538e-07 1.622100000000077
0.71 2.06354 1.50124 7.89314e-07 2.70381e-07 1.5012400000002317
0.72 1.85606 1.38037 1.12191e-06 3.39225e-07 1.3803700000004977
0.73 1.64858 1.25951 1.4545e-06 4.08068e-07 1.2595100000009058
0.74 1.4411 1.13865 1.7871e-06 4.76912e-07 1.138650000001502
0.75 1.23362 1.01778 2.11969e-06 5.45755e-07 1.0177800000023534
0.76 1.14656 0.951737 1.76385e-06 3.52636e-07 0.9517370000016998
0.77 1.05949 0.885692 1.40801e-06 1.59517e-07 0.8856920000011336
0.78 0.972427 0.819647 1.05217e-06 -3.36016e-08 0.8196470000006761
0.79 0.885361 0.753602 6.96331e-07 -2.26722e-07 0.7536020000003558
0.8 0.798296 0.687557 3.40491e-07 -4.1984e-07 0.6875570000002125
0.81 0.71123 0.621512 -1.53483e-08 -6.12959e-07 0.6215120000003024
0.82 0.656348 0.577271 -1.35824e-07 -5.84517e-07 0.5772710000003118
0.83 0.612194 0.540298 -1.77845e-07 -4.8222e-07 0.5402980000002444
0.84 0.56804 0.503325 -2.19867e-07 -3.79924e-07 0.5033250000001914
0.85 0.523886 0.466352 -2.61888e-07 -2.77627e-07 0.46635200000015614
0.86 0.479732 0.429379 -3.03909e-07 -1.75331e-07 0.4293790000001434
0.87 0.435577 0.392406 -3.4593e-07 -7.30343e-08 0.39240600000015924
0.88 0.403924 0.365664 -3.09851e-07 6.60866e-08 0.3656640000001372
0.89 0.38477 0.349153 -1.95671e-07 2.42032e-07 0.3491530000001387
0.9 0.365617 0.332641 -8.1491e-08 4.17977e-07 0.33264100000027264
0.91 0.346464 0.31613 3.26897e-08 5.93924e-07 0.31613000000055963
0.92 0.32731 0.299618 1.4687e-07 7.69869e-07 0.29961800000102506
0.93 0.308157 0.283107 2.6105e-07 9.45814e-07 0.28310700000170025
0.94 0.292753 0.269919 2.53115e-07 1.01611e-06 0.2699190000020313
0.95 0.288596 0.266704 -1.21165e-07 7.69459e-07 0.2667040000011375
0.96 0.284439 0.263488 -4.95444e-07 5.22808e-07 0.2634880000009845
0.97 0.280282 0.260273 -8.69726e-07 2.76155e-07 0.2602730000015996
0.98 0.276126 0.257057 -1.24401e-06 2.95038e-08 0.25705700000301185
0.99 0.271969 0.253842 -1.61829e-06 -2.17147e-07 0.2538420000052513
1.0 0.267812 0.250626 -1.99256e-06 -4.63799e-07 0.2506260000083499
1.01 0.270291 0.253464 -1.73995e-06 -4.73633e-07 0.25346400000641467
1.02 0.27277 0.256303 -1.48734e-06 -4.83468e-07 0.2563030000047715
1.03 0.275249 0.259141 -1.23473e-06 -4.93303e-07 0.2591410000034111
1.04 0.277728 0.26198 -9.82118e-07 -5.03138e-07 0.261980000002324
1.05 0.280207 0.264818 -7.29506e-07 -5.12972e-07 0.26481800000150163
1.06 0.282686 0.267657 -4.76894e-07 -5.22807e-07 0.2676570000009354
1.07 0.288167 0.273304 1.18121e-08 -3.50726e-07 0.2733040000002253
1.08 0.294648 0.279889 5.79211e-07 -1.18007e-07 0.27988900000062417
1.09 0.301129 0.286473 1.14661e-06 1.14712e-07 0.2864730000023176
1.1 0.30761 0.293057 1.71401e-06 3.4743e-07 0.29305700000521834
1.11 0.314092 0.299642 2.28141e-06 5.80149e-07 0.29964200000924673
1.12 0.320573 0.306226 2.8488e-06 8.12868e-07 0.3062260000143299
1.13 0.326497 0.312246 3.02261e-06 9.04491e-07 0.31224600001593983
1.14 0.331865 0.317703 2.80282e-06 8.55019e-07 0.317703000013514
1.15 0.337232 0.32316 2.58302e-06 8.05548e-07 0.32316000001132705
1.16 0.3426 0.328617 2.36323e-06 7.56076e-07 0.3286170000093673
1.17 0.347967 0.334074 2.14344e-06 7.06604e-07 0.3340740000076235
1.18 0.353335 0.339531 1.92365e-06 6.57132e-07 0.33953100000608527
1.19 0.357277 0.343598 1.65936e-06 5.83743e-07 0.3435980000045027
1.2 0.356944 0.343495 1.26161e-06 4.38606e-07 0.34349500000259686
